ProductID,ProductionLine,Temperature,Pressure,AssemblyTime,Sensor1Reading,Sensor2Reading,Sensor3Reading,OperatorExperience,Defective
9742,LineB,86.5,71.99,245.15,1.02,1.26,0.8862892740879472,6.4,1
8406,LineA,96.88,49.84,94.73,1.11,1.1,0.7,2.9,0
49,LineB,61.25,112.26,168.18,1.14,1.2,1.04,8.8,0
1899,LineB,82.36,85.31,138.55,0.568829983198082,1.2,1.33,1.5,1
3210,LineC,92.67,39.26,128.58,1.13,1.18,0.9,4.0,1
8707,LineA,,116.51,257.41,0.51345715297526,1.1,0.8,0.1,1
8213,LineA,75.15,33.72,155.07,,1.24,1.39,8.3,0
9711,LineA,92.93,97.86,100.87,0.84,1.19,0.96,3.9,1
7577,LineA,94.26,61.76,118.57,0.5889655578245628,0.88,0.86907977362022,8.6,1
4987,LineB,99.87,53.47,144.52,0.95,1.05,0.6,2.2,0
6539,LineB,95.43,87.42,270.66,0.89,0.4112674482815223,0.7486132703461301,1.7,1
706,LineC,82.0,68.94,78.16,1.04,0.5859152687846345,0.8862892740879472,10.0,1
8160,LineA,67.11,54.4,176.68,0.81,0.86,1.17,9.7,0
9111,LineB,92.06,69.3,232.02,0.82,0.6140842720915881,0.9121035247895379,4.4,1
6134,LineC,63.99,33.59,290.28,1.18,1.12,1.09,4.6,0
6427,LineC,71.03,32.85,267.61,1.15,0.39999984695874086,0.6453562675397674,9.0,1
8727,LineC,69.38,103.35,190.6,0.86,1.19,1.12,8.9,0
8025,LineC,90.38,118.49,281.51,0.5033893656620195,0.94,0.89,4.0,1
443,LineC,,,139.24,0.93,0.6816898800282767,0.98,1.6,1
8758,LineB,66.06,115.76,199.77,0.5738638768547022,1.23,1.2,,1
2583,LineA,79.14,81.73,169.96,1.16,1.0,1.36,4.3,0
2558,LineC,72.4,77.76,67.62,0.97,1.16,0.9034987745556744,1.8,1
4178,LineC,86.39,86.21,204.6,1.1,1.22,1.3,3.7,0
9959,LineA,95.25,68.95,141.53,1.19,0.5408448634935088,0.9207082750234015,3.7,1
5060,LineB,94.3,119.32,228.97,1.16,0.5352110628321181,1.0153605275959006,5.5,1
7458,LineB,65.49,114.71,121.66,0.92,0.5464786641548995,0.8346607726847658,0.1,1
1302,LineA,89.49,50.63,86.23,0.5839316641679426,1.11,1.02,7.9,1
4652,LineB,94.0,90.52,207.43,0.97,0.4957744582023831,0.7141942694106759,5.7,1
814,LineC,75.67,70.04,116.37,1.13,1.14,1.08,6.6,0
4500,LineC,60.4,103.99,222.08,0.93,1.01,0.96,4.7,0
9205,LineC,77.65,,263.52,0.412779279842856,1.11,0.8604750233863565,0.4,1
2790,LineC,66.77,77.49,138.68,1.16,0.8,1.02,2.7,0
7836,LineB,98.77,80.27,145.37,1.07,0.94,1.15,0.1,1
4265,LineA,69.02,88.72,299.81,1.16,0.99,1.37,1.5,0
7460,LineC,84.67,113.18,72.48,0.88,0.92,1.31,0.7,1
8157,LineC,95.78,103.87,286.81,0.5486944085716013,1.02,0.9379177754911286,6.4,1
8972,LineB,62.37,61.22,174.2,1.18,0.89,0.81,9.9,0
7503,LineB,93.85,,204.41,0.94,0.98,1.16,1.8,1
3869,LineA,91.7,93.45,149.26,1.06,1.23,0.77,0.6,1
9536,LineC,63.5,52.78,126.13,0.83,1.11,1.21,9.6,0
9248,LineB,93.83,79.14,99.59,0.45808432275243777,0.6985912820124488,0.8604750233863565,7.1,1
3843,LineB,93.9,44.46,98.3,0.81,1.27,1.36,7.0,0
5490,LineC,68.66,74.23,197.93,1.1,0.97,0.64,9.5,0
4409,LineB,,106.76,66.81,0.82,0.83,0.88,4.8,0
1109,LineA,77.26,112.03,119.17,1.18,1.13,0.99,9.7,0
5401,LineA,64.51,98.42,283.03,0.97,0.91,1.28,6.2,0
4164,LineC,73.69,30.63,263.77,1.1,1.21,0.9551272759588558,3.9,1
2285,LineA,65.6,,61.99,0.95,1.05,1.39,4.8,0
9030,LineB,94.71,,161.46,0.95,0.85,0.85,9.4,1
3667,LineB,73.8,55.71,66.44,1.17,1.1,0.8,,0
4501,LineB,61.87,61.61,188.21,0.82,0.71,1.27,6.5,0
4379,LineB,98.1,35.14,135.28,0.48828768469215894,1.14,1.0841985294668093,8.4,1
3623,LineB,86.64,102.13,197.42,1.19,0.86,0.9723367764265828,5.3,1
417,LineA,67.46,83.61,99.45,1.05,0.96,1.18,0.3,0
9861,LineC,94.51,89.15,203.45,0.5084232593186397,0.4394364515884759,0.79,1.1,1
3686,LineB,74.88,62.01,230.89,0.92,1.05,1.15,2.2,0
5026,LineC,71.08,34.55,191.87,0.84,0.91,0.81,2.0,0
9579,LineB,76.12,,294.55,1.03,0.7,0.78,8.2,0
1442,LineA,,93.55,56.33,0.5436605149149811,0.97,0.65,0.2,1
7832,LineB,65.88,103.72,231.02,1.12,1.05,1.23,2.4,0
8848,LineA,86.45,111.61,164.65,0.4278809608127166,0.5802814681232438,0.67,4.9,1
7739,LineC,76.24,87.9,225.28,0.85,0.99,0.6109372666043131,0.7,1
8517,LineC,71.2,88.41,204.63,1.12,1.25,1.14,7.1,0
5554,LineB,79.69,49.38,154.77,1.13,1.27,1.28,1.2,0
9512,LineA,88.06,,209.45,1.0,0.77,0.9293130252572651,1.1,1
8337,LineA,79.72,104.88,135.99,0.8,1.03,0.81,4.4,0
9137,LineA,64.35,105.83,80.02,1.04,0.85,0.73,9.7,0
8893,LineA,88.55,,280.16,,0.8,1.06,5.0,0
3829,LineB,77.59,,273.7,0.88,0.79,0.78,7.7,0
6251,LineA,97.57,80.23,67.96,0.5839316641679426,0.9,0.8604750233863565,1.5,1
6414,LineA,87.66,53.11,293.7,0.4983554720053993,1.2,1.0755937792329457,2.0,1
1310,LineB,98.82,46.05,245.82,1.01,0.47323925555682017,0.9465225257249922,8.9,1
8774,LineA,80.51,62.37,90.22,0.81,0.77,1.0755937792329457,3.6,1
2162,LineC,91.36,111.15,169.22,1.12,1.04,0.94,8.3,0
433,LineA,82.15,62.17,70.33,0.83,1.04,0.6023325163704495,3.1,1
5989,LineB,74.08,50.57,159.45,1.18,0.86,0.8,1.6,0
9546,LineB,72.84,80.39,279.25,0.91,0.8,1.36,7.4,0
1476,LineA,71.7,32.93,167.05,0.95,1.13,1.35,8.4,0
9623,LineA,64.47,89.06,83.37,0.91,1.25,0.76,8.6,0
848,LineB,98.49,71.17,88.51,0.84,1.12,0.98,7.4,0
9227,LineB,95.1,111.05,258.07,1.02,1.17,1.04,7.0,0
1661,LineC,66.02,108.86,111.94,1.1,1.12,1.18,9.8,0
1566,LineA,73.07,108.58,175.83,0.95,0.99,1.31,8.7,0
2807,LineB,76.47,37.99,81.95,0.88,1.27,0.6453562675397674,8.2,1
1344,LineB,60.01,113.73,258.83,1.17,0.93,0.71,,0
667,LineC,90.47,54.36,254.75,0.4983554720053993,1.23,0.6539610177736309,0.3,1
2576,LineB,69.88,92.35,263.58,,1.19,1.14,2.7,0
8780,LineB,76.15,94.6,116.29,1.15,0.6647884780441046,0.96,1.8,1
4942,LineC,61.32,75.28,99.37,0.86,1.04,0.94,7.5,0
6900,LineA,87.81,84.63,80.23,0.83,0.78,0.96,4.0,0
7418,LineB,94.33,57.51,125.56,0.5738638768547022,0.715492683996621,1.0583842787652185,1.4,1
2642,LineC,90.18,38.05,173.27,1.09,1.22,0.62,4.9,1
1725,LineA,68.02,84.45,259.2,1.06,0.98,1.32,,0
9405,LineB,71.7,88.68,272.34,1.05,1.08,0.78,3.0,0
9304,LineB,93.63,79.79,252.17,0.89,1.17,0.98,8.0,0
7249,LineA,90.67,58.32,176.15,0.92,0.86,0.79,9.5,0
9925,LineC,98.63,106.4,108.93,0.87,0.5746476674618531,0.72,5.9,1
5717,LineC,88.25,46.51,232.3,0.5788977705113224,1.12,0.5420992647334046,2.9,1
2712,LineB,80.87,84.16,273.63,0.85,0.81,1.36,4.0,0
4045,LineA,92.92,42.73,109.99,1.08,0.4788730562182109,0.9723367764265828,5.6,1
1956,LineA,60.77,42.26,211.61,0.47318600372229835,0.416901248942913,1.4,0.9,1
7954,LineC,98.53,69.46,172.06,0.86,1.15,0.8,9.6,0
8590,LineA,67.75,81.48,58.76,0.87,1.21,0.91,8.2,0
178,LineB,71.79,59.35,116.54,0.6040672387944234,1.08,0.8088465219831751,1.5,1
7382,LineC,79.67,89.46,174.36,0.97,1.17,0.87,4.3,0
399,LineC,87.7,55.37,238.12,1.17,1.16,1.39,8.2,0
9122,LineA,77.61,,75.31,1.07,0.89,0.9,7.2,0
3655,LineB,87.39,69.27,155.62,0.96,1.29,0.99,,0
4149,LineB,78.26,114.9,215.08,1.15,0.8,1.09,0.6,0
2000,LineA,72.54,85.58,218.33,1.11,1.15,1.16,5.9,0
6349,LineB,68.56,49.34,101.27,0.94,1.19,1.32,8.9,0
1572,LineB,68.57,89.59,98.05,1.0,0.91,1.26,4.6,0
6314,LineB,96.66,78.85,212.43,0.4782198973789185,0.99,1.0755937792329457,3.5,1
5863,LineB,71.99,64.85,120.64,0.99,0.9,0.91,5.4,0
5990,LineB,77.19,,241.95,1.13,1.11,0.74,4.6,0
1756,LineA,92.96,77.66,74.45,1.07,1.06,1.27,0.0,1
5250,LineB,91.13,57.3,233.17,0.51345715297526,0.5464786641548995,0.851870273152493,7.9,1
909,LineC,82.3,90.68,247.27,,0.7267602853194025,0.73,1.3,1
9548,LineB,77.52,98.35,170.01,0.96,0.88,1.14,7.1,0
566,LineA,70.67,77.79,106.6,1.14,1.17,0.81,4.2,0
6589,LineB,65.96,105.64,94.9,0.99,1.21,1.27,,0
9849,LineC,80.42,39.11,170.24,1.12,1.12,1.03,2.9,1
615,LineB,80.87,30.93,216.98,0.41781317349947616,1.03,1.18,4.5,1
589,LineA,93.43,53.65,120.16,0.82,0.9,1.02,9.7,0
9299,LineB,97.0,101.13,128.31,1.2,1.15,0.533494514499541,3.1,1
3263,LineB,98.55,87.97,256.81,1.16,0.91,0.65,9.7,0
4752,LineA,75.47,70.02,160.91,1.14,0.85,1.23,,0
3261,LineB,91.06,109.57,289.55,0.48828768469215894,0.8,0.71,0.0,1
8649,LineB,72.61,38.43,150.16,1.2,1.17,1.35,5.4,0
853,LineC,91.51,34.04,121.48,1.0,1.21,1.39,9.6,0
8923,LineC,88.84,50.99,130.99,1.0,0.7,0.75,3.1,0
403,LineB,92.83,112.46,74.38,0.412779279842856,0.5633800661390717,0.7744275210477208,0.2,1
3671,LineA,,117.86,179.0,0.97,0.7042250826738395,1.0325700280636279,8.4,1
1505,LineC,88.21,54.94,292.99,0.92,0.94,1.05,4.3,0
697,LineA,96.12,56.38,275.43,0.4782198973789185,0.7042250826738395,0.8776845238540837,6.6,1
9666,LineC,73.75,96.56,78.99,0.81,1.01,1.04,6.6,0
8255,LineA,,87.32,173.41,1.11,0.71,1.28,5.3,0
5502,LineA,62.26,,108.32,1.15,1.14,0.95,0.4,1
6107,LineA,94.19,35.23,214.13,0.94,1.28,0.93,0.7,1
376,LineA,63.77,115.08,164.54,,1.28,0.76,3.5,0
8307,LineA,96.35,105.53,227.56,0.5285588339451205,0.46760545489542943,1.26,8.5,1
9095,LineB,85.34,62.07,93.49,0.91,0.88,1.08,0.4,1
692,LineC,,34.93,84.85,1.17,0.46760545489542943,0.6453562675397674,8.0,1
1349,LineA,91.1,101.16,68.59,0.85,1.17,0.6367515173059038,3.5,1
1515,LineB,94.3,46.37,57.93,0.5386266212583609,1.03,1.1960602825070354,7.6,1
5535,LineB,83.76,,240.34,1.12,0.5239434615093367,1.32,0.4,1
7133,LineA,,38.96,278.83,1.15,0.79,1.29,6.5,0
1357,LineA,81.86,58.73,284.29,0.5587621958848418,0.6760560793668859,0.9,3.7,1
1085,LineB,67.38,55.46,176.67,1.05,1.25,0.84,9.9,0
479,LineA,93.38,105.14,201.09,0.6040672387944234,1.29,1.13,,1
1255,LineA,92.48,50.38,123.2,1.17,0.96,0.87,5.7,0
2368,LineB,84.61,108.66,200.37,0.87,0.82,1.13,3.7,0
7094,LineA,,60.18,267.35,1.1,0.94,1.06,6.9,0
7430,LineC,81.68,101.49,268.98,1.0,1.2,1.0,4.1,0
820,LineC,68.46,32.8,77.22,0.85,0.76,0.89,4.0,0
7779,LineC,68.51,116.44,270.97,1.06,1.23,1.27,6.1,0
4214,LineA,90.64,68.24,168.32,0.98,0.4788730562182109,1.066989028999082,8.2,1
5011,LineC,88.88,69.29,169.19,0.96,0.6028166707688067,1.38,3.2,1
9752,LineB,73.06,89.02,160.43,1.04,0.5352110628321181,0.84,0.2,1
4216,LineC,74.89,35.86,268.31,0.5637960895414619,0.4450702522498666,0.851870273152493,1.9,1
2233,LineB,97.01,91.47,82.07,0.5033893656620195,1.02,0.83,2.6,1
6237,LineA,74.54,101.96,167.47,0.95,0.97,0.71,2.7,0
9578,LineA,86.38,114.52,125.49,0.5839316641679426,1.04,0.86,5.5,1
7805,LineB,78.08,119.06,97.68,0.85,0.86,1.04,3.9,0
7266,LineB,68.44,58.72,292.74,0.87,0.6591546773827138,1.1960602825070354,1.1,1
9029,LineB,82.08,67.78,275.83,1.11,1.07,1.11,5.6,0
4855,LineC,81.26,99.85,66.47,1.13,0.72,0.9293130252572651,1.5,1
5692,LineA,64.08,34.09,251.27,1.17,0.89,0.73,,1
9058,LineB,72.07,68.96,102.46,0.94,0.71,0.85,5.2,0
3798,LineA,80.63,44.09,123.87,0.93,0.99,1.38,1.2,1
7104,LineC,64.7,71.89,138.96,0.99,1.08,1.4,7.9,0
367,LineA,64.85,31.97,273.65,0.4329148544693368,0.416901248942913,1.05,8.7,1
3592,LineA,87.0,79.98,289.9,0.5335927276017407,0.39999984695874086,0.9293130252572651,,1
5848,LineA,64.98,75.59,265.7,1.07,0.79,0.84,9.0,0
2958,LineA,,85.28,284.39,1.15,1.27,1.35,1.4,0
1788,LineB,99.83,71.26,82.67,0.86,1.03,1.18,2.0,0
3651,LineB,84.47,41.47,111.48,0.51345715297526,0.5070420595251645,1.0,9.5,1
1401,LineB,94.83,35.96,178.96,0.5889655578245628,0.97,0.88,4.7,1
5315,LineB,92.18,80.26,239.06,0.568829983198082,0.4394364515884759,0.61,4.6,1
6797,LineC,81.5,59.71,153.16,1.19,1.04,0.97,6.1,0
7576,LineA,61.58,86.05,244.52,1.01,0.8,1.2,7.6,0
2148,LineC,81.45,117.3,52.17,1.01,0.92,1.4,1.1,1
9070,LineC,93.89,55.87,60.8,1.11,0.4394364515884759,0.98,,1
4243,LineA,61.64,89.68,253.6,1.16,1.23,0.8604750233863565,1.6,1
1524,LineC,92.37,75.98,271.11,1.06,1.08,0.8948940243218108,0.2,1
2763,LineC,94.15,86.95,179.73,1.03,0.97,1.25,4.6,0
7175,LineC,87.69,30.54,247.14,0.4530504290958176,1.11,1.23,8.1,1
8461,LineB,61.91,73.11,94.46,1.03,1.22,0.93,7.8,0
1586,LineC,92.0,89.05,245.83,0.89,0.42816885026569446,0.7400085201122666,5.1,1
7560,LineC,82.68,38.04,265.19,1.17,0.39999984695874086,0.7400085201122666,5.3,1
943,LineA,60.88,38.49,138.76,0.94,1.03,1.19,6.4,0
906,LineB,98.83,75.53,137.39,0.96,0.91,0.8948940243218108,5.0,1
354,LineB,99.61,44.55,133.78,1.03,1.22,0.65,5.1,1
6745,LineB,84.05,75.44,284.48,1.05,1.26,0.7744275210477208,7.3,1
5740,LineB,85.44,115.48,64.01,,1.05,0.82,6.0,1
6242,LineB,69.55,90.18,228.15,1.06,0.83,0.85,9.8,0
8381,LineC,92.52,91.91,240.97,0.4983554720053993,0.97,0.6797752684752216,1.4,1
3883,LineA,,44.46,227.92,1.05,1.24,0.84,6.4,0
2616,LineA,72.39,75.25,127.18,1.18,0.72,0.65,3.3,0
6180,LineA,83.8,51.56,235.03,1.06,1.27,0.65,3.1,1
6089,LineA,77.47,39.65,78.32,0.51345715297526,1.18,1.05,9.1,1
2659,LineB,93.32,,127.43,1.01,0.86,0.92,6.7,0
2651,LineC,93.42,80.13,233.54,1.01,1.04,1.38,6.2,0
8742,LineC,83.26,81.59,269.45,0.5184910466318802,1.13,1.1444317811038542,6.4,1
3264,LineA,64.7,105.05,78.48,1.06,1.06,1.23,0.1,0
9793,LineB,69.48,110.14,133.42,0.81,1.11,1.32,8.4,0
5957,LineC,60.98,59.19,205.55,0.4228470671560964,0.72,0.7400085201122666,0.8,1
1427,LineC,97.77,61.68,74.93,1.09,0.86,1.16,4.2,0
3136,LineC,60.26,48.63,150.94,0.82,1.12,0.73,2.6,1
1379,LineB,66.1,91.48,214.07,0.83,0.95,1.33,8.3,0
9724,LineC,,95.22,154.34,0.5084232593186397,0.715492683996621,1.35,4.6,1
7272,LineA,81.41,58.51,194.94,1.02,0.5070420595251645,1.1788507820393086,3.2,1
1422,LineB,88.29,107.08,217.23,0.43794874812595697,0.46197165423403874,0.75,9.1,1
9852,LineB,82.0,87.72,182.11,0.6040672387944234,0.5746476674618531,0.5679135154349954,1.0,1
6996,LineA,87.65,108.54,174.0,1.04,0.5521124648162902,0.7227990196445394,5.9,1
5516,LineB,,42.78,190.27,0.6040672387944234,0.46197165423403874,0.7055895191768123,9.6,1
9259,LineC,83.16,71.02,288.44,0.93,1.29,0.74,4.8,1
7274,LineC,60.99,92.91,105.3,0.95,1.19,0.68,9.5,0
9295,LineB,92.16,90.77,253.09,,0.72,1.01,5.7,0
418,LineC,99.59,83.91,265.2,1.03,0.6535208767213231,1.37,7.5,1
9875,LineA,78.85,38.7,180.77,1.19,0.416901248942913,1.17,7.3,1
7826,LineC,78.52,82.18,86.14,1.04,0.95,0.89,3.9,0
8216,LineB,75.71,117.24,207.35,1.05,0.98,1.39,2.2,0
8804,LineA,86.57,70.89,122.58,,0.84,0.9,3.0,1
5322,LineC,88.24,61.63,154.35,0.86,1.23,1.1186175304022634,5.0,1
869,LineA,93.11,43.43,197.42,0.9,0.45070405291125737,1.066989028999082,7.0,1
9541,LineB,87.8,45.59,96.79,1.0,1.21,1.39,6.0,1
1577,LineB,61.03,118.95,203.4,0.89,0.5915490694460253,1.1616412815715813,0.5,1
9731,LineA,61.46,57.27,252.86,0.89,1.08,0.9379177754911286,,1
2828,LineA,93.08,77.55,128.57,0.5738638768547022,0.99,1.1272222806361272,1.1,1
2238,LineB,62.78,67.0,181.93,1.0,0.4056336476201316,1.29,1.6,1
9082,LineA,87.18,54.97,250.24,0.94,1.04,1.3,4.1,0
3054,LineA,99.57,97.92,108.48,1.06,0.99,1.27,0.6,0
3075,LineC,93.41,108.67,123.26,1.02,0.7,1.36,5.4,0
8891,LineC,88.77,51.13,94.81,1.08,0.84,0.78,9.2,0
4771,LineB,92.58,67.16,271.37,1.06,0.4394364515884759,1.34,5.4,1
3534,LineB,95.82,34.23,125.98,1.04,0.6591546773827138,0.85,0.7,1
6289,LineB,75.74,116.35,257.54,1.07,1.08,1.0,6.1,0
2994,LineB,67.51,85.34,220.58,0.88,1.08,0.73,5.0,0
895,LineA,74.1,84.42,131.42,1.12,0.88,0.83,7.7,0
8493,LineA,92.41,45.57,108.31,0.5839316641679426,0.94,0.64,1.1,1
1972,LineA,86.65,105.51,93.53,0.82,1.24,0.62,6.5,1
7527,LineC,73.51,79.72,117.48,0.4480165354391974,0.89,1.07,0.9,1
1635,LineA,73.63,72.33,236.9,1.2,0.82,0.75,6.4,0
5921,LineB,88.76,36.46,231.69,0.5537283022282216,1.02,0.68,2.3,1
9699,LineC,87.84,52.28,173.79,0.86,1.1,1.2,6.8,1
6927,LineA,90.77,79.28,208.59,1.17,1.01,1.17,7.6,1
4145,LineB,99.68,110.78,103.05,1.11,0.45633785357264806,0.99,2.0,1
8293,LineC,74.62,104.86,83.62,0.91,1.24,1.07,10.0,0
7706,LineB,97.57,70.3,246.87,0.5839316641679426,0.5352110628321181,1.14,7.9,1
1729,LineC,60.96,30.37,115.05,0.98,1.21,0.95,,0
8904,LineA,65.35,33.04,276.51,0.87,1.27,1.28,2.4,0
1292,LineA,63.22,37.9,154.94,0.94,1.09,0.5420992647334046,5.6,1
1992,LineC,63.59,39.18,94.1,0.5990333451378033,1.18,0.6625657680074946,1.3,1
4186,LineC,99.45,96.36,135.72,0.412779279842856,0.8,1.1616412815715813,7.9,1
7723,LineC,73.76,81.89,118.3,1.15,1.2,1.0,9.2,0
1907,LineA,73.47,118.03,255.43,0.98,0.5070420595251645,0.9207082750234015,0.4,1
4272,LineB,,108.17,153.95,1.08,0.81,0.6367515173059038,1.3,1
3101,LineC,72.05,92.77,93.67,1.08,1.15,1.11,5.5,0
7260,LineA,96.59,55.37,119.08,0.86,1.12,0.78,9.4,1
8949,LineA,72.64,67.95,266.32,1.08,0.79,0.97,3.0,0
3805,LineA,71.57,49.14,296.46,0.99,0.6028166707688067,1.0411747782974914,8.1,1
5594,LineA,63.36,40.84,257.27,1.09,0.95,1.2,9.5,0
9172,LineB,71.51,56.83,152.03,0.89,1.03,0.97,2.6,0
3997,LineB,74.22,47.82,191.21,1.02,0.82,1.26,4.4,0
736,LineB,67.04,118.85,180.01,1.12,1.21,0.82,6.8,0
9815,LineA,62.34,79.5,148.35,0.87,1.24,1.1100127801683999,0.6,1
7747,LineB,72.56,,192.57,1.2,1.17,0.97,10.0,0
3226,LineC,74.09,99.2,123.08,1.13,0.9,1.33,9.5,0
8284,LineC,88.56,80.84,187.83,1.16,0.88,1.28,8.5,0
7229,LineC,64.09,45.29,115.19,0.88,0.82,1.21,4.5,0
5448,LineA,89.79,86.71,117.2,0.88,0.6535208767213231,0.99,5.3,1
7398,LineA,61.62,36.84,123.07,0.88,1.05,0.82,,0
9892,LineB,61.27,,284.57,1.01,1.19,1.09,9.0,0
1675,LineA,82.82,35.11,299.95,1.03,1.25,1.37,0.2,1
8012,LineA,80.4,69.65,93.33,1.02,1.1,0.75,2.5,1
8601,LineA,71.22,51.89,232.19,1.11,0.8,1.21,6.6,0
9867,LineB,88.44,78.13,144.92,1.03,0.99,1.17,9.7,0
1772,LineB,68.1,96.21,53.5,1.02,0.95,0.97,0.3,0
5115,LineC,80.88,32.25,108.51,0.91,0.88,1.39,3.7,1
5858,LineA,84.39,62.09,149.96,1.15,0.4394364515884759,0.62,4.5,1
162,LineA,68.16,45.36,71.22,0.9,1.04,1.04,6.3,0
8081,LineB,60.89,42.57,72.48,1.08,0.95,1.1186175304022634,4.3,1
1214,LineA,97.18,96.18,218.62,0.41781317349947616,1.29,0.593727766136586,1.7,1
9178,LineC,76.88,94.87,144.74,1.03,1.2,1.19,2.9,0
5390,LineC,90.17,73.97,63.89,1.1,0.99,1.02,8.8,1
4555,LineB,68.84,46.16,265.69,0.81,0.73,1.32,3.2,0
4566,LineA,80.92,88.7,159.29,0.84,0.7042250826738395,1.04,,1
2723,LineB,92.28,67.76,105.52,0.99,0.96,0.84,9.8,0
426,LineA,74.0,34.74,93.06,0.4530504290958176,0.4056336476201316,0.64,1.9,1
3189,LineC,76.06,64.23,272.93,1.11,1.16,1.09,8.0,0
7902,LineA,98.55,36.33,237.4,1.19,0.5464786641548995,0.8432655229186293,2.4,1
8167,LineC,72.59,69.87,212.12,0.96,1.29,1.18,5.6,0
4481,LineA,,61.27,50.43,0.91,1.1,1.13,8.2,0
5156,LineA,92.09,118.95,267.77,1.04,1.1,0.9293130252572651,1.9,1
9011,LineC,84.57,111.11,277.63,0.98,1.07,0.83,2.8,0
2215,LineB,81.27,31.89,250.16,0.40774538618623585,1.13,0.67,2.0,1
9996,LineA,88.27,53.5,255.01,1.18,0.71,1.31,1.1,1
6010,LineB,95.89,49.95,82.01,0.87,0.72,0.93,7.1,1
4700,LineA,76.63,86.08,161.68,1.01,0.77,0.61,4.8,0
8342,LineB,83.77,78.61,66.97,0.81,1.19,1.1,7.3,0
1525,LineB,60.26,74.1,198.9,1.05,1.16,0.71,0.6,0
7985,LineB,76.79,,284.96,0.95,1.29,1.08,5.0,0
334,LineB,98.63,81.21,251.79,0.83,1.24,1.25,3.8,1
8023,LineB,95.87,82.85,135.65,1.06,0.83,0.73,8.8,1
171,LineC,,32.27,167.32,0.5386266212583609,0.94,0.7744275210477208,8.1,1
9186,LineC,75.04,40.16,282.25,1.15,0.4112674482815223,0.61,8.9,1
507,LineC,68.1,65.81,254.7,1.01,1.08,1.01,1.1,1
1207,LineA,90.57,,131.13,0.99,0.92,1.0,9.6,0
5194,LineC,66.75,110.77,204.55,,0.87,1.14,6.3,0
8433,LineA,95.4,51.15,176.16,0.43794874812595697,1.05,1.1530365313377178,0.1,1
140,LineC,77.02,113.05,239.23,1.11,1.26,0.94,9.3,0
5013,LineB,89.65,80.58,292.68,1.16,1.15,0.8776845238540837,9.7,1
5145,LineC,78.94,79.13,217.88,,1.06,0.88,7.3,0
9948,LineA,90.74,52.95,80.07,0.98,0.97,1.29,,0
4269,LineB,74.95,35.76,73.51,0.93,0.6197180727529789,0.851870273152493,7.1,1
225,LineC,99.24,34.26,119.17,1.11,1.28,0.67,0.5,0
4276,LineC,62.66,72.89,271.55,1.04,1.0,1.1,2.9,0
6243,LineC,89.43,118.46,260.1,0.5033893656620195,0.8,0.8,3.7,1
2516,LineB,74.89,61.49,79.7,,0.9,0.67,3.5,0
7790,LineA,89.74,80.57,190.0,,0.94,0.7141942694106759,3.5,1
2414,LineC,83.86,37.36,132.46,0.81,0.7211264846580118,0.87,0.0,1
2358,LineA,61.28,118.67,78.28,1.16,1.14,1.02,4.2,0
4522,LineC,98.49,70.74,111.2,0.9,0.98,1.12,0.6,1
2548,LineA,71.91,36.03,256.92,1.03,1.28,0.83,3.6,0
7113,LineA,82.03,32.25,103.54,0.96,1.08,0.81,1.5,1
3540,LineB,93.53,103.24,141.03,0.97,0.46197165423403874,1.17,1.7,1
6554,LineA,92.36,118.81,156.26,0.85,1.23,0.76,4.3,0
6049,LineA,71.12,100.65,189.79,0.83,1.15,1.14,2.9,0
6307,LineA,87.53,76.72,242.84,0.9,0.74,0.6,7.3,1
6685,LineC,90.59,36.89,233.97,0.5537283022282216,0.5464786641548995,1.38,7.2,1
8016,LineA,82.69,95.75,233.93,0.89,1.25,1.31,8.2,0
2695,LineA,84.58,58.84,265.47,0.82,0.86,0.81,6.2,0
8333,LineC,83.85,114.48,228.4,1.03,0.4394364515884759,1.14,9.9,1
9094,LineA,80.02,60.93,267.18,1.01,0.87,0.96,6.2,0
1759,LineC,87.26,107.59,66.38,,0.92,0.61,5.1,1
9921,LineC,88.5,,75.76,0.83,1.01,1.22,4.7,0
6269,LineA,60.29,105.99,269.32,0.92,1.03,0.63,7.9,0
4074,LineC,70.25,66.15,285.43,1.16,0.91,1.28,7.2,0
9196,LineC,69.21,40.83,74.83,1.15,1.18,0.69,8.2,0
6962,LineC,88.22,108.17,124.39,0.99,0.96,1.22,4.5,0
5267,LineC,74.56,61.2,236.7,1.13,1.21,1.34,3.1,0
116,LineB,92.0,116.85,90.02,0.4832537910355387,0.7267602853194025,0.9121035247895379,2.7,1
2725,LineC,61.62,99.35,60.94,0.98,0.87,1.08,3.7,0
4745,LineC,97.74,97.6,97.17,0.87,1.22,1.21,7.7,0
2884,LineA,92.58,56.43,206.84,0.43794874812595697,1.18,0.72,9.9,1
785,LineB,74.3,72.65,92.0,0.95,1.0,0.88,,0
4060,LineC,,68.09,174.93,0.5184910466318802,0.94,1.33,1.5,1
8073,LineA,74.94,71.69,201.16,0.91,1.23,0.9,8.7,0
7620,LineB,,101.81,229.61,0.94,1.2,1.4,0.9,0
8631,LineB,68.13,88.71,259.11,0.91,1.01,1.23,5.3,0
7962,LineA,60.9,35.23,177.77,0.97,0.76,1.26,7.4,0
1182,LineC,91.45,47.25,62.5,0.4983554720053993,0.5070420595251645,0.8432655229186293,4.4,1
4047,LineC,90.67,61.76,109.37,0.95,0.82,0.83,3.5,0
